"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico. DOI: 10.21766/SSNMX/EC/MX"
"Informacion sujeta a cambios. Archivo generado el 2023-06-22 a las 12:25:06 (tiempo del centro de Mexico)."
"Sismicidad del 2023-06-01 al 2023-06-22, todas las magnitudes, todas las profundidades, en Chiapas."
"Total: 169 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
2023-06-06,11:27:04,3.9,14.1,-92.42,71.5,"70 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-06,17:27:04,verificado
2023-06-06,18:48:02,3.9,14.96,-93.12,57.6,"59 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-07,00:48:02,verificado
2023-06-06,21:07:05,3.5,16.52,-93.74,133.0,"19 km al SUR de CINTALAPA, CHIS ",2023-06-07,03:07:05,verificado
2023-06-06,21:51:36,4.1,14.54,-92.83,15.0,"74 km al SUROESTE de TAPACHULA, CHIS ",2023-06-07,03:51:36,verificado
2023-06-06,22:12:03,3.8,14.91,-93.17,52.0,"66 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-07,04:12:03,verificado
2023-06-07,00:42:22,3.8,15.7,-93.91,77.0,"46 km al SUROESTE de TONALA, CHIS ",2023-06-07,06:42:22,verificado
2023-06-07,01:32:31,4.1,16.06,-93.07,160.4,"29 km al SURESTE de VILLAFLORES, CHIS ",2023-06-07,07:32:31,verificado
2023-06-07,03:13:39,3.7,14.71,-93.98,16.3,"136 km al SUROESTE de PIJIJIAPAN, CHIS ",2023-06-07,09:13:39,verificado
2023-06-07,04:43:36,3.9,14.6,-94.06,17.0,"150 km al SUROESTE de PIJIJIAPAN, CHIS ",2023-06-07,10:43:36,verificado
2023-06-07,06:27:19,3.9,15.07,-94.41,11.0,"133 km al SUROESTE de TONALA, CHIS ",2023-06-07,12:27:19,verificado
2023-06-07,23:05:26,4.2,13.69,-93.12,8.6,"151 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-08,05:05:26,verificado
2023-06-08,00:22:28,4.0,14.32,-93.58,13.2,"144 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-08,06:22:28,verificado
2023-06-08,01:48:00,3.7,14.69,-93.75,5.0,"124 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-08,07:48:00,verificado
2023-06-08,02:33:47,3.4,16.83,-94.31,121.6,"64 km al OESTE de CINTALAPA, CHIS ",2023-06-08,08:33:47,verificado
2023-06-08,09:46:43,3.9,14.43,-93.18,11.2,"110 km al SUROESTE de HUIXTLA, CHIS ",2023-06-08,15:46:43,verificado
2023-06-08,11:16:08,3.5,16.93,-94.29,123.5,"66 km al NOROESTE de CINTALAPA, CHIS ",2023-06-08,17:16:08,verificado
2023-06-09,03:09:52,3.7,15.62,-93.3,93.5,"12 km al SUROESTE de PIJIJIAPAN, CHIS ",2023-06-09,09:09:52,verificado
2023-06-09,03:33:54,3.8,16.09,-92.94,177.6,"38 km al SURESTE de VILLAFLORES, CHIS ",2023-06-09,09:33:54,verificado
2023-06-09,05:13:40,4.3,15.25,-92.99,97.4,"24 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-09,11:13:40,verificado
2023-06-09,06:19:31,3.6,14.93,-94.0,16.3,"119 km al SUROESTE de PIJIJIAPAN, CHIS ",2023-06-09,12:19:31,verificado
2023-06-09,07:15:51,3.6,16.4,-93.47,72.3,"29 km al NOROESTE de VILLAFLORES, CHIS ",2023-06-09,13:15:51,verificado
2023-06-09,08:22:48,4.4,14.21,-93.19,16.1,"123 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-09,14:22:48,verificado
2023-06-09,23:21:28,3.8,15.59,-93.46,91.6,"28 km al SUROESTE de PIJIJIAPAN, CHIS ",2023-06-10,05:21:28,verificado
2023-06-10,02:58:00,3.8,15.5,-93.25,81.9,"21 km al SUR de PIJIJIAPAN, CHIS ",2023-06-10,08:58:00,verificado
2023-06-10,18:50:23,3.3,14.36,-92.43,20.7,"46 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-11,00:50:23,verificado
2023-06-10,19:30:40,4.0,15.76,-92.62,180.5,"45 km al NORESTE de MAPASTEPEC, CHIS ",2023-06-11,01:30:40,verificado
2023-06-10,21:01:16,3.7,16.23,-93.36,148.0,"10 km al OESTE de VILLAFLORES, CHIS ",2023-06-11,03:01:16,verificado
2023-06-10,21:47:29,3.7,16.2,-93.97,108.1,"9 km al SUROESTE de ARRIAGA , CHIS ",2023-06-11,03:47:29,verificado
2023-06-10,22:10:09,3.8,15.08,-93.37,72.3,"65 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-11,04:10:09,verificado
2023-06-11,01:42:52,3.7,16.16,-94.03,97.7,"16 km al SUROESTE de ARRIAGA , CHIS ",2023-06-11,07:42:52,verificado
2023-06-11,02:58:42,3.9,14.16,-93.63,11.1,"163 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-11,08:58:42,verificado
2023-06-11,03:34:02,4.3,13.74,-92.79,9.0,"124 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-11,09:34:02,verificado
2023-06-11,05:29:26,3.7,16.84,-93.87,165.9,"23 km al NOROESTE de CINTALAPA, CHIS ",2023-06-11,11:29:26,verificado
2023-06-11,16:07:05,4.0,15.4,-93.7,63.7,"61 km al SUROESTE de PIJIJIAPAN, CHIS ",2023-06-11,22:07:05,verificado
2023-06-11,21:16:58,3.8,15.2,-94.1,24.3,"105 km al SUROESTE de TONALA, CHIS ",2023-06-12,03:16:58,verificado
2023-06-11,22:16:14,3.7,17.39,-93.08,10.2,"14 km al SURESTE de PICHUCALCO, CHIS ",2023-06-12,04:16:14,verificado
2023-06-11,23:29:12,3.8,14.63,-93.32,17.4,"101 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-12,05:29:12,verificado
2023-06-11,23:35:37,3.8,15.93,-92.72,160.3,"48 km al SUROESTE de VENUSTIANO CARRANZA, CHIS ",2023-06-12,05:35:37,verificado
2023-06-11,23:46:46,3.5,16.75,-94.28,122.1,"59 km al OESTE de CINTALAPA, CHIS ",2023-06-12,05:46:46,verificado
2023-06-12,01:16:50,3.9,14.2,-92.63,47.2,"74 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-12,07:16:50,verificado
2023-06-12,02:45:52,3.6,17.36,-93.1,3.6,"17 km al SUR de PICHUCALCO, CHIS ",2023-06-12,08:45:52,verificado
2023-06-12,03:12:22,3.8,15.02,-92.89,82.8,"46 km al SUR de MAPASTEPEC, CHIS ",2023-06-12,09:12:22,verificado
2023-06-12,03:17:20,3.7,14.87,-93.35,48.9,"80 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-12,09:17:20,verificado
2023-06-12,05:06:59,3.9,16.68,-93.96,134.8,"25 km al OESTE de CINTALAPA, CHIS ",2023-06-12,11:06:59,verificado
2023-06-12,06:37:58,4.3,15.09,-94.36,16.1,"127 km al SUROESTE de TONALA, CHIS ",2023-06-12,12:37:58,verificado
2023-06-12,10:56:24,3.7,15.51,-93.32,97.3,"23 km al SUROESTE de PIJIJIAPAN, CHIS ",2023-06-12,16:56:24,verificado
2023-06-12,11:19:17,3.9,14.26,-93.17,5.0,"120 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-12,17:19:17,verificado
2023-06-12,15:15:52,3.9,13.94,-93.1,14.6,"131 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-12,21:15:52,verificado
2023-06-12,20:30:14,4.4,14.21,-92.19,13.9,"52 km al SUR de CD HIDALGO, CHIS ",2023-06-13,02:30:14,verificado
2023-06-12,20:57:13,3.9,16.58,-93.52,177.7,"25 km al SURESTE de CINTALAPA, CHIS ",2023-06-13,02:57:13,verificado
2023-06-12,21:44:31,3.7,16.5,-93.79,65.1,"23 km al SUROESTE de CINTALAPA, CHIS ",2023-06-13,03:44:31,verificado
2023-06-12,22:45:46,3.5,16.01,-94.01,87.8,"27 km al SUROESTE de ARRIAGA , CHIS ",2023-06-13,04:45:46,verificado
2023-06-13,00:35:20,3.4,16.65,-93.87,132.4,"17 km al SUROESTE de CINTALAPA, CHIS ",2023-06-13,06:35:20,verificado
2023-06-13,01:01:54,4.0,15.01,-94.46,36.1,"142 km al SUROESTE de TONALA, CHIS ",2023-06-13,07:01:54,verificado
2023-06-13,01:09:50,3.6,15.14,-94.26,61.4,"118 km al SUROESTE de TONALA, CHIS ",2023-06-13,07:09:50,verificado
2023-06-13,03:36:40,3.7,15.51,-94.23,16.1,"81 km al SUROESTE de TONALA, CHIS ",2023-06-13,09:36:40,verificado
2023-06-13,10:08:31,3.9,16.29,-93.95,107.3,"8 km al NOROESTE de ARRIAGA , CHIS ",2023-06-13,16:08:31,verificado
2023-06-13,11:51:49,3.8,14.33,-92.86,10.0,"86 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-13,17:51:49,verificado
2023-06-13,19:00:57,3.5,15.94,-92.49,167.7,"45 km al SUR de VENUSTIANO CARRANZA, CHIS ",2023-06-14,01:00:57,verificado
2023-06-13,22:25:13,3.9,15.59,-94.09,56.0,"66 km al SUROESTE de TONALA, CHIS ",2023-06-14,04:25:13,verificado
2023-06-13,22:28:09,4.1,14.9,-92.89,78.6,"53 km al SUROESTE de HUIXTLA, CHIS ",2023-06-14,04:28:09,verificado
2023-06-14,00:06:04,3.9,16.15,-94.15,92.1,"28 km al SUROESTE de ARRIAGA , CHIS ",2023-06-14,06:06:04,verificado
2023-06-14,02:52:23,3.6,17.15,-94.27,137.1,"77 km al NOROESTE de CINTALAPA, CHIS ",2023-06-14,08:52:23,verificado
2023-06-14,04:56:03,3.9,15.71,-94.02,74.6,"50 km al SUROESTE de TONALA, CHIS ",2023-06-14,10:56:03,verificado
2023-06-14,06:11:07,3.9,14.6,-93.44,10.0,"110 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-14,12:11:07,verificado
2023-06-14,09:01:10,3.8,15.43,-92.96,100.2,"7 km al OESTE de MAPASTEPEC, CHIS ",2023-06-14,15:01:10,verificado
2023-06-14,10:32:39,3.7,15.57,-93.85,85.8,"58 km al SUR de TONALA, CHIS ",2023-06-14,16:32:39,verificado
2023-06-14,13:43:27,3.8,16.33,-93.43,163.2,"20 km al NOROESTE de VILLAFLORES, CHIS ",2023-06-14,19:43:27,verificado
2023-06-14,13:48:22,3.5,16.38,-93.68,70.4,"28 km al NORESTE de ARRIAGA , CHIS ",2023-06-14,19:48:22,verificado
2023-06-14,13:53:12,3.6,15.02,-93.22,16.1,"59 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-14,19:53:12,verificado
2023-06-14,14:33:52,3.9,17.56,-93.36,2.6,"26 km al OESTE de PICHUCALCO, CHIS ",2023-06-14,20:33:52,verificado
2023-06-14,21:41:30,3.5,16.81,-93.8,154.0,"15 km al NOROESTE de CINTALAPA, CHIS ",2023-06-15,03:41:30,verificado
2023-06-14,22:38:00,3.5,15.31,-92.32,157.8,"10 km al SUROESTE de MOTOZINTLA, CHIS ",2023-06-15,04:38:00,verificado
2023-06-15,00:58:43,3.9,14.52,-94.5,16.8,"190 km al SUROESTE de PIJIJIAPAN, CHIS ",2023-06-15,06:58:43,verificado
2023-06-15,02:12:10,3.7,16.36,-94.23,97.2,"38 km al NOROESTE de ARRIAGA , CHIS ",2023-06-15,08:12:10,verificado
2023-06-15,04:37:04,2.7,15.13,-92.12,4.4,"16 km al NORESTE de CACAHOATAN, CHIS ",2023-06-15,10:37:04,verificado
2023-06-15,04:57:38,3.8,15.87,-93.97,86.4,"33 km al SUROESTE de TONALA, CHIS ",2023-06-15,10:57:38,verificado
2023-06-15,14:06:49,3.5,15.07,-92.57,98.1,"14 km al SUROESTE de HUIXTLA, CHIS ",2023-06-15,20:06:49,verificado
2023-06-15,15:56:18,4.2,16.44,-93.36,173.1,"25 km al NOROESTE de VILLAFLORES, CHIS ",2023-06-15,21:56:18,verificado
2023-06-15,16:38:40,3.7,13.85,-93.31,3.5,"155 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-15,22:38:40,verificado
2023-06-16,02:45:57,3.6,14.18,-92.36,16.1,"60 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-16,08:45:57,verificado
2023-06-16,03:48:54,3.9,14.23,-92.79,5.1,"84 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-16,09:48:54,verificado
2023-06-16,04:22:06,4.0,16.67,-94.21,118.8,"52 km al OESTE de CINTALAPA, CHIS ",2023-06-16,10:22:06,verificado
2023-06-16,06:44:53,3.8,14.82,-93.65,7.7,"106 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-16,12:44:53,verificado
2023-06-16,09:31:21,3.8,15.32,-92.55,123.7,"22 km al NOROESTE de HUIXTLA, CHIS ",2023-06-16,15:31:21,verificado
2023-06-16,10:10:16,3.7,15.21,-94.36,16.1,"116 km al SUROESTE de TONALA, CHIS ",2023-06-16,16:10:16,verificado
2023-06-17,01:50:28,3.7,14.92,-93.83,16.1,"107 km al SUROESTE de PIJIJIAPAN, CHIS ",2023-06-17,07:50:28,verificado
2023-06-17,03:52:53,3.5,16.66,-93.77,148.1,"6 km al SUROESTE de CINTALAPA, CHIS ",2023-06-17,09:52:53,verificado
2023-06-17,09:38:39,3.3,14.3,-92.59,44.7,"63 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-17,15:38:39,verificado
2023-06-17,13:46:48,3.2,14.69,-92.48,71.8,"33 km al SUROESTE de TAPACHULA, CHIS ",2023-06-17,19:46:48,verificado
2023-06-17,18:35:48,3.8,16.71,-93.94,136.4,"24 km al OESTE de CINTALAPA, CHIS ",2023-06-18,00:35:48,verificado
2023-06-17,22:13:51,3.6,14.82,-93.15,33.5,"74 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-18,04:13:51,verificado
2023-06-17,23:23:20,3.9,13.75,-92.7,9.3,"119 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-18,05:23:20,verificado
2023-06-17,23:27:18,3.6,14.32,-93.18,15.5,"117 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-18,05:27:18,verificado
2023-06-17,23:33:35,3.9,14.92,-94.25,16.4,"139 km al SUROESTE de TONALA, CHIS ",2023-06-18,05:33:35,verificado
2023-06-17,23:40:51,3.5,16.85,-94.13,148.2,"46 km al NOROESTE de CINTALAPA, CHIS ",2023-06-18,05:40:51,verificado
2023-06-18,01:41:30,3.9,14.85,-94.22,10.0,"142 km al SUROESTE de PIJIJIAPAN, CHIS ",2023-06-18,07:41:30,verificado
2023-06-18,08:16:15,3.8,15.05,-93.6,45.4,"82 km al SUROESTE de PIJIJIAPAN, CHIS ",2023-06-18,14:16:15,verificado
2023-06-18,12:35:52,3.9,14.26,-92.68,5.2,"73 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-18,18:35:52,verificado
2023-06-18,14:24:09,3.6,15.09,-94.51,15.4,"136 km al SUROESTE de TONALA, CHIS ",2023-06-18,20:24:09,verificado
2023-06-18,20:10:03,3.8,15.25,-94.16,67.6,"102 km al SUROESTE de TONALA, CHIS ",2023-06-19,02:10:03,verificado
2023-06-18,23:14:34,3.5,14.98,-93.07,74.1,"54 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-19,05:14:34,verificado
2023-06-19,01:05:21,3.7,16.68,-94.13,121.1,"44 km al OESTE de CINTALAPA, CHIS ",2023-06-19,07:05:21,verificado
2023-06-19,02:32:52,3.6,15.11,-92.12,152.8,"14 km al NORESTE de CACAHOATAN, CHIS ",2023-06-19,08:32:52,verificado
2023-06-19,04:51:16,3.9,15.36,-93.11,99.6,"25 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-19,10:51:16,verificado
2023-06-19,04:55:01,4.0,13.87,-93.06,11.6,"132 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-19,10:55:01,verificado
2023-06-19,08:32:12,4.0,16.74,-93.68,157.8,"7 km al NORESTE de CINTALAPA, CHIS ",2023-06-19,14:32:12,verificado
2023-06-19,11:11:42,3.8,16.01,-94.33,98.1,"52 km al SUROESTE de ARRIAGA , CHIS ",2023-06-19,17:11:42,verificado
2023-06-19,11:45:48,3.7,15.13,-94.42,16.0,"128 km al SUROESTE de TONALA, CHIS ",2023-06-19,17:45:48,verificado
2023-06-19,15:55:31,3.5,15.45,-92.86,106.3,"4 km al NORESTE de MAPASTEPEC, CHIS ",2023-06-19,21:55:31,verificado
2023-06-20,01:30:15,3.6,16.98,-93.78,156.7,"32 km al NORTE de CINTALAPA, CHIS ",2023-06-20,07:30:15,verificado
2023-06-20,03:08:11,3.9,15.02,-94.26,10.2,"130 km al SUROESTE de TONALA, CHIS ",2023-06-20,09:08:11,verificado
2023-06-20,06:22:23,4.2,14.02,-92.35,98.6,"76 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-20,12:22:23,verificado
2023-06-20,16:15:56,3.2,17.2,-93.88,30.1,"58 km al NOROESTE de CINTALAPA, CHIS ",2023-06-20,22:15:56,verificado
2023-06-20,23:54:41,3.9,13.87,-93.38,10.0,"160 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-21,05:54:41,verificado
2023-06-21,01:11:29,4.0,16.14,-93.89,103.6,"11 km al SUR de ARRIAGA , CHIS ",2023-06-21,07:11:29,verificado
2023-06-21,02:32:53,3.9,16.7,-94.06,132.0,"36 km al OESTE de CINTALAPA, CHIS ",2023-06-21,08:32:53,verificado
2023-06-21,06:24:30,3.9,16.97,-93.91,150.8,"37 km al NOROESTE de CINTALAPA, CHIS ",2023-06-21,12:24:30,verificado
2023-06-21,07:32:41,3.8,16.49,-93.79,134.7,"23 km al SUROESTE de CINTALAPA, CHIS ",2023-06-21,13:32:41,verificado
2023-06-21,08:37:46,3.7,15.43,-94.15,103.5,"84 km al SUROESTE de TONALA, CHIS ",2023-06-21,14:37:46,verificado
2023-06-21,10:13:31,3.7,15.23,-92.03,168.9,"28 km al SURESTE de MOTOZINTLA, CHIS ",2023-06-21,16:13:31,verificado
2023-06-21,11:13:10,3.8,15.01,-93.19,62.6,"57 km al SUROESTE de MAPASTEPEC, CHIS ",2023-06-21,17:13:10,verificado
2023-06-21,14:31:28,4.1,15.71,-94.27,72.9,"69 km al SUROESTE de TONALA, CHIS ",2023-06-21,20:31:28,verificado
2023-06-21,16:44:55,3.9,14.01,-92.84,5.6,"105 km al SUROESTE de CD HIDALGO, CHIS ",2023-06-21,22:44:55,verificado
2023-06-21,18:14:25,3.7,15.95,-92.53,84.4,"43 km al SUR de VENUSTIANO CARRANZA, CHIS ",2023-06-22,00:14:25,verificado
2023-06-21,22:52:38,3.5,15.72,-94.1,106.0,"55 km al SUROESTE de TONALA, CHIS ",2023-06-22,04:52:38,verificado
2023-06-21,23:12:04,3.6,15.11,-92.9,81.6,"37 km al SUR de MAPASTEPEC, CHIS ",2023-06-22,05:12:04,verificado
2023-06-22,01:50:59,4.2,17.32,-93.27,77.0,"26 km al SUROESTE de PICHUCALCO, CHIS ",2023-06-22,07:50:59,verificado
2023-06-22,02:05:02,3.8,17.28,-93.22,60.6,"28 km al SUROESTE de PICHUCALCO, CHIS ",2023-06-22,08:05:02,verificado
"Fecha y hora local en tiempo del centro de Mexico. Coordenadas geograficas (latitud y longitud) del epicentro en grados decimales. Profundidad en kilometros."
"La localizacion es solo una referencia a una localidad importante en cuanto a numero de habitantes y cercana al epicentro."
"Los registros con estatus verificado son los calculados y publicados de manera oportuna por al menos un analista de sismogramas."
"Los registros obtienen estatus revisado cuando se realiza un analisis, de ser posible, con mas y mejores datos para el calculo de parametros y cuyo tiempo de publicacion es variable."
"Esta informacion puede ser reproducida con fines no lucrativos siempre y cuando se mencione como fuente al Servicio Sismologico Nacional. De otra forma, requiere permiso previo por escrito de la institucion."
"Consulta nuestro Aviso Legal y Terminos de Uso en: www.ssn.unam.mx/aviso-legal"
"www.ssn.unam.mx | contacto@sismologico.unam.mx | 5622 2222 ext. 38706 (reportes de sismicidad), 38700 y 38701 (area administrativa)."
