"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico. DOI: 10.21766/SSNMX/EC/MX"
"Informacion sujeta a cambios. Archivo generado el 2023-06-30 a las 11:58:23 (tiempo del centro de Mexico)."
"Sismicidad del 1900-06-01 al 2023-06-30, todas las magnitudes, todas las profundidades, en Chihuahua."
"Total: 682 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
2013-10-16,00:30:04,3.8,27.7927,-105.702,20.0,"50 km al SUROESTE de DELICIAS, CHIH",2013-10-16,05:30:04,revisado
2013-10-17,22:11:38,4.1,27.7975,-105.524,32.8,"37 km al NOROESTE de SANTA ROSALIA, CHIH",2013-10-18,03:11:38,revisado
2013-10-18,03:37:33,3.8,27.7683,-105.908,20.0,"64 km al SUROESTE de DELICIAS, CHIH",2013-10-18,08:37:33,revisado
2013-10-18,07:06:47,4.0,27.8487,-105.572,20.0,"39 km al SUR de DELICIAS, CHIH",2013-10-18,12:06:47,revisado
2013-10-18,10:29:53,3.9,27.7683,-105.59,20.0,"42 km al OESTE de SANTA ROSALIA, CHIH",2013-10-18,15:29:53,revisado
2013-10-18,22:39:45,3.9,27.106,-106.612,20.0,"96 km al OESTE de HIDALGO DEL PARRAL, CHIH",2013-10-19,03:39:45,revisado
2013-10-18,22:54:11,4.0,27.6835,-105.723,20.0,"54 km al OESTE de SANTA ROSALIA, CHIH",2013-10-19,03:54:11,revisado
2013-10-18,23:57:49,4.0,27.7348,-105.626,20.0,"45 km al OESTE de SANTA ROSALIA, CHIH",2013-10-19,04:57:49,revisado
2013-10-19,01:13:37,4.0,27.5513,-105.282,20.0,"19 km al SUROESTE de SANTA ROSALIA, CHIH",2013-10-19,06:13:37,revisado
2013-10-19,04:52:08,3.9,27.5998,-105.789,20.0,"62 km al OESTE de SANTA ROSALIA, CHIH",2013-10-19,09:52:08,revisado
2013-10-19,05:42:06,3.8,27.6885,-106.055,20.0,"80 km al SUROESTE de DELICIAS, CHIH",2013-10-19,10:42:06,revisado
2013-10-19,19:29:48,4.0,27.6612,-105.912,20.0,"73 km al OESTE de SANTA ROSALIA, CHIH",2013-10-20,00:29:48,revisado
2013-10-19,23:17:09,4.1,27.7312,-105.539,20.0,"37 km al OESTE de SANTA ROSALIA, CHIH",2013-10-20,04:17:09,revisado
2013-10-20,11:17:50,3.5,27.704,-105.713,5.0,"53 km al OESTE de SANTA ROSALIA, CHIH",2013-10-20,16:17:50,revisado
2013-10-20,15:20:13,3.1,27.2072,-106.42,20.0,"81 km al NOROESTE de HIDALGO DEL PARRAL, CHIH",2013-10-20,20:20:13,revisado
2013-10-20,17:50:57,4.5,27.758,-105.39,20.0,"23 km al NOROESTE de SANTA ROSALIA, CHIH",2013-10-20,22:50:57,revisado
2013-10-20,18:50:02,3.5,27.526,-105.606,5.0,"46 km al SUROESTE de SANTA ROSALIA, CHIH",2013-10-20,23:50:02,revisado
2013-10-21,00:43:52,4.0,27.903,-105.512,4.0,"32 km al SUR de DELICIAS, CHIH",2013-10-21,05:43:52,revisado
2013-10-22,00:30:34,3.6,27.71,-105.735,5.0,"56 km al OESTE de SANTA ROSALIA, CHIH",2013-10-22,05:30:34,revisado
2013-10-23,04:31:30,4.3,27.6953,-105.682,1.0,"50 km al OESTE de SANTA ROSALIA, CHIH",2013-10-23,09:31:30,revisado
2013-10-23,05:39:21,3.7,27.5865,-105.578,2.0,"42 km al SUROESTE de SANTA ROSALIA, CHIH",2013-10-23,10:39:21,revisado
2013-10-23,06:55:01,4.1,27.7273,-105.874,5.0,"65 km al SUROESTE de DELICIAS, CHIH",2013-10-23,11:55:01,revisado
2013-10-24,05:30:51,4.1,27.5732,-105.75,5.0,"58 km al OESTE de SANTA ROSALIA, CHIH",2013-10-24,10:30:51,revisado
2013-10-25,15:58:03,3.7,27.531,-105.702,5.0,"55 km al SUROESTE de SANTA ROSALIA, CHIH",2013-10-25,20:58:03,revisado
2013-10-27,10:02:23,3.9,27.7462,-105.586,5.0,"41 km al OESTE de SANTA ROSALIA, CHIH",2013-10-27,16:02:23,revisado
2013-10-27,18:04:20,3.8,27.5995,-105.493,5.0,"33 km al SUROESTE de SANTA ROSALIA, CHIH",2013-10-28,00:04:20,revisado
2013-10-28,14:53:29,3.6,27.5255,-105.471,5.0,"34 km al SUROESTE de SANTA ROSALIA, CHIH",2013-10-28,20:53:29,revisado
2013-10-30,13:44:09,3.7,27.3457,-105.446,5.0,"46 km al SUROESTE de SANTA ROSALIA, CHIH",2013-10-30,19:44:09,revisado
2013-10-31,05:08:15,3.7,27.7248,-105.808,5.0,"62 km al SUROESTE de DELICIAS, CHIH",2013-10-31,11:08:15,revisado
2013-11-01,00:22:17,3.9,27.8913,-104.992,5.0,"29 km al NORESTE de SANTA ROSALIA, CHIH",2013-11-01,06:22:17,revisado
2013-11-01,00:44:53,4.1,27.8303,-105.582,11.5,"42 km al SUROESTE de DELICIAS, CHIH",2013-11-01,06:44:53,revisado
2013-11-01,02:35:00,4.1,27.7455,-105.714,3.5,"54 km al OESTE de SANTA ROSALIA, CHIH",2013-11-01,08:35:00,revisado
2013-11-01,03:02:11,3.0,27.5282,-106.401,20.0,"98 km al NOROESTE de HIDALGO DEL PARRAL, CHIH",2013-11-01,09:02:11,revisado
2013-11-01,03:19:49,4.0,27.8348,-105.899,20.0,"58 km al SUROESTE de DELICIAS, CHIH",2013-11-01,09:19:49,revisado
2013-11-09,07:21:26,4.1,27.881,-105.774,5.0,"46 km al SUROESTE de DELICIAS, CHIH",2013-11-09,13:21:26,revisado
2013-11-09,16:33:42,3.9,27.6733,-105.712,5.0,"53 km al OESTE de SANTA ROSALIA, CHIH",2013-11-09,22:33:42,revisado
2013-11-11,00:55:38,3.9,27.651,-105.702,5.0,"52 km al OESTE de SANTA ROSALIA, CHIH",2013-11-11,06:55:38,revisado
2013-11-21,13:24:10,4.0,27.7602,-105.555,10.0,"39 km al OESTE de SANTA ROSALIA, CHIH",2013-11-21,19:24:10,revisado
2013-11-30,23:14:54,3.8,27.7743,-105.763,20.0,"55 km al SUROESTE de DELICIAS, CHIH",2013-12-01,05:14:54,revisado
2013-12-02,04:18:52,3.4,27.767,-105.569,5.0,"40 km al OESTE de SANTA ROSALIA, CHIH",2013-12-02,10:18:52,revisado
2013-12-04,02:45:12,3.4,27.8467,-105.734,1.0,"46 km al SUROESTE de DELICIAS, CHIH",2013-12-04,08:45:12,revisado
2013-12-04,08:56:29,3.2,27.5153,-105.463,5.0,"34 km al SUROESTE de SANTA ROSALIA, CHIH",2013-12-04,14:56:29,revisado
2013-12-05,04:36:42,3.5,27.5682,-106.295,3.0,"94 km al NOROESTE de HIDALGO DEL PARRAL, CHIH",2013-12-05,10:36:42,revisado
2013-12-05,04:52:19,3.7,27.6708,-105.311,3.0,"14 km al OESTE de SANTA ROSALIA, CHIH",2013-12-05,10:52:19,revisado
2013-12-08,20:15:22,3.5,27.778,-105.606,5.0,"44 km al OESTE de SANTA ROSALIA, CHIH",2013-12-09,02:15:22,revisado
2013-12-11,01:50:33,4.0,27.788,-105.66,8.2,"49 km al SUROESTE de DELICIAS, CHIH",2013-12-11,07:50:33,revisado
2013-12-11,19:29:54,3.3,27.6495,-104.811,5.0,"36 km al ESTE de SANTA ROSALIA, CHIH",2013-12-12,01:29:54,revisado
2013-12-14,23:24:32,4.3,27.7,-105.7,3.0,"52 km al OESTE de SANTA ROSALIA, CHIH",2013-12-15,05:24:32,revisado
2014-01-17,05:53:42,3.1,27.953,-105.554,5.0,"28 km al SUROESTE de DELICIAS, CHIH",2014-01-17,11:53:42,revisado
2014-01-17,06:19:17,3.3,27.5563,-105.132,5.0,"15 km al SURESTE de SANTA ROSALIA, CHIH",2014-01-17,12:19:17,revisado
2014-01-17,06:27:47,3.9,27.7392,-105.538,13.5,"37 km al OESTE de SANTA ROSALIA, CHIH",2014-01-17,12:27:47,revisado
2014-01-17,06:44:05,3.4,27.7593,-105.741,6.2,"55 km al SUROESTE de DELICIAS, CHIH",2014-01-17,12:44:05,revisado
2014-01-17,10:09:38,3.7,27.5965,-105.034,10.2,"17 km al SURESTE de SANTA ROSALIA, CHIH",2014-01-17,16:09:38,revisado
2014-01-19,23:16:35,4.0,26.885,-104.807,5.0,"29 km al SURESTE de JOSE MARIANO JIMENEZ, CHIH",2014-01-20,05:16:35,revisado
2014-01-20,02:38:39,4.5,27.6628,-105.82,5.1,"64 km al OESTE de SANTA ROSALIA, CHIH",2014-01-20,08:38:39,revisado
2014-01-20,02:43:58,3.3,27.6678,-105.417,5.0,"24 km al OESTE de SANTA ROSALIA, CHIH",2014-01-20,08:43:58,revisado
2014-01-20,02:45:49,4.0,27.6967,-105.621,5.0,"44 km al OESTE de SANTA ROSALIA, CHIH",2014-01-20,08:45:49,revisado
2014-01-20,15:26:27,3.3,27.8133,-105.695,20.0,"47 km al SUROESTE de DELICIAS, CHIH",2014-01-20,21:26:27,revisado
2014-01-20,15:39:04,3.4,27.837,-105.916,15.0,"59 km al SUROESTE de DELICIAS, CHIH",2014-01-20,21:39:04,revisado
2014-01-22,01:54:51,3.5,27.839,-105.004,10.0,"24 km al NORESTE de SANTA ROSALIA, CHIH",2014-01-22,07:54:51,revisado
2014-01-26,17:00:57,4.5,27.7985,-105.297,13.1,"17 km al NOROESTE de SANTA ROSALIA, CHIH",2014-01-26,23:00:57,revisado
2014-01-26,17:07:18,3.9,27.7815,-104.844,19.1,"34 km al NORESTE de SANTA ROSALIA, CHIH",2014-01-26,23:07:18,revisado
2014-01-26,22:06:34,4.0,27.5002,-104.98,16.2,"28 km al SURESTE de SANTA ROSALIA, CHIH",2014-01-27,04:06:34,revisado
2014-02-03,11:11:05,4.0,27.7428,-105.523,5.0,"35 km al OESTE de SANTA ROSALIA, CHIH",2014-02-03,17:11:05,revisado
2014-02-03,17:11:52,3.5,27.294,-104.884,3.0,"19 km al NORTE de JOSE MARIANO JIMENEZ, CHIH",2014-02-03,23:11:52,revisado
2014-02-13,15:03:00,4.0,27.9418,-105.723,11.0,"37 km al SUROESTE de DELICIAS, CHIH",2014-02-13,21:03:00,revisado
2014-02-19,06:49:31,4.0,27.8925,-105.674,5.0,"39 km al SUROESTE de DELICIAS, CHIH",2014-02-19,12:49:31,revisado
2014-02-21,03:42:57,3.8,28.0947,-105.239,3.0,"25 km al SURESTE de DELICIAS, CHIH",2014-02-21,09:42:57,revisado
2014-02-24,02:44:56,3.2,27.8187,-104.976,16.1,"24 km al NORESTE de SANTA ROSALIA, CHIH",2014-02-24,08:44:56,revisado
2014-02-26,21:10:34,3.3,27.3942,-105.542,3.0,"49 km al SUROESTE de SANTA ROSALIA, CHIH",2014-02-27,03:10:34,revisado
2014-03-02,00:01:38,3.1,27.517,-105.052,5.0,"22 km al SURESTE de SANTA ROSALIA, CHIH",2014-03-02,06:01:38,revisado
2014-03-02,00:38:19,3.4,27.9608,-105.083,3.0,"32 km al NORESTE de SANTA ROSALIA, CHIH",2014-03-02,06:38:19,revisado
2014-03-02,00:45:04,3.5,27.4427,-105.083,3.0,"28 km al SURESTE de SANTA ROSALIA, CHIH",2014-03-02,06:45:04,revisado
2014-03-02,09:00:18,3.6,27.7615,-105.688,9.6,"52 km al OESTE de SANTA ROSALIA, CHIH",2014-03-02,15:00:18,revisado
2014-03-02,10:12:42,3.6,27.849,-105.038,14.2,"22 km al NORESTE de SANTA ROSALIA, CHIH",2014-03-02,16:12:42,revisado
2014-03-02,10:47:30,3.5,27.5415,-105.049,5.7,"20 km al SURESTE de SANTA ROSALIA, CHIH",2014-03-02,16:47:30,revisado
2014-03-02,10:56:12,3.4,27.5768,-105.998,20.0,"79 km al NOROESTE de HIDALGO DEL PARRAL, CHIH",2014-03-02,16:56:12,revisado
2014-03-04,12:16:36,4.0,27.8265,-105.252,15.0,"17 km al NOROESTE de SANTA ROSALIA, CHIH",2014-03-04,18:16:36,revisado
2014-03-06,03:05:21,4.0,27.8702,-104.835,16.5,"39 km al NORESTE de SANTA ROSALIA, CHIH",2014-03-06,09:05:21,revisado
2014-03-08,06:32:14,3.7,27.936,-105.64,15.0,"33 km al SUROESTE de DELICIAS, CHIH",2014-03-08,12:32:14,revisado
2014-03-09,00:10:41,3.9,27.8272,-105.332,37.0,"22 km al NOROESTE de SANTA ROSALIA, CHIH",2014-03-09,06:10:41,revisado
2014-03-12,02:34:04,3.7,27.6295,-104.992,5.0,"19 km al SURESTE de SANTA ROSALIA, CHIH",2014-03-12,08:34:04,revisado
2014-03-12,07:39:52,3.5,27.7062,-105.404,30.4,"23 km al OESTE de SANTA ROSALIA, CHIH",2014-03-12,13:39:52,revisado
2014-03-12,09:01:46,3.4,27.7697,-105.541,15.0,"37 km al OESTE de SANTA ROSALIA, CHIH",2014-03-12,15:01:46,revisado
2014-03-19,22:44:43,3.9,30.965,-105.658,5.0,"117 km al SURESTE de CD JUAREZ, CHIH",2014-03-20,04:44:43,revisado
2014-03-20,01:36:15,3.3,27.9292,-105.352,10.0,"32 km al SURESTE de DELICIAS, CHIH",2014-03-20,07:36:15,revisado
2014-03-20,05:56:49,3.4,27.577,-106.506,5.0,"98 km al SURESTE de CUAUHTEMOC, CHIH",2014-03-20,11:56:49,revisado
2014-03-20,17:35:22,3.5,27.9288,-105.59,20.0,"32 km al SUROESTE de DELICIAS, CHIH",2014-03-20,23:35:22,revisado
2014-04-07,22:04:27,3.5,27.796,-105.786,5.0,"54 km al SUROESTE de DELICIAS, CHIH",2014-04-08,03:04:27,revisado
2014-04-07,22:04:56,3.7,27.792,-105.783,5.0,"54 km al SUROESTE de DELICIAS, CHIH",2014-04-08,03:04:56,revisado
2014-04-15,05:42:11,3.5,27.797,-105.801,5.0,"55 km al SUROESTE de DELICIAS, CHIH",2014-04-15,10:42:11,revisado
2014-04-22,14:18:19,3.5,26.5303,-106.039,5.0,"58 km al SUROESTE de HIDALGO DEL PARRAL, CHIH",2014-04-22,19:18:19,revisado
2014-05-08,21:43:40,3.7,27.897,-105.632,11.0,"36 km al SUROESTE de DELICIAS, CHIH",2014-05-09,02:43:40,revisado
2014-05-25,07:33:42,4.1,29.6603,-105.364,10.0,"92 km al OESTE de MANUEL OJINAGA, CHIH",2014-05-25,12:33:42,revisado
2014-05-25,16:03:54,3.5,27.6533,-105.145,5.0,"5 km al SURESTE de SANTA ROSALIA, CHIH",2014-05-25,21:03:54,revisado
2014-06-02,20:50:13,3.2,27.668,-104.922,5.0,"25 km al ESTE de SANTA ROSALIA, CHIH",2014-06-03,01:50:13,revisado
2014-06-02,22:12:42,3.2,27.8958,-105.168,7.3,"23 km al NORTE de SANTA ROSALIA, CHIH",2014-06-03,03:12:42,revisado
2014-06-03,05:00:00,3.6,27.7808,-105.642,10.1,"47 km al OESTE de SANTA ROSALIA, CHIH",2014-06-03,10:00:00,revisado
2014-06-05,01:51:41,3.8,27.7033,-105.721,11.9,"54 km al OESTE de SANTA ROSALIA, CHIH",2014-06-05,06:51:41,revisado
2014-06-05,23:22:08,3.6,27.792,-105.684,3.3,"49 km al SUROESTE de DELICIAS, CHIH",2014-06-06,04:22:08,revisado
2014-06-08,20:52:32,3.8,27.685,-105.775,12.7,"59 km al OESTE de SANTA ROSALIA, CHIH",2014-06-09,01:52:32,revisado
2014-06-25,02:14:02,2.9,27.9125,-104.987,5.0,"31 km al NORESTE de SANTA ROSALIA, CHIH",2014-06-25,07:14:02,revisado
2014-06-25,20:58:46,3.5,27.8268,-105.715,8.2,"47 km al SUROESTE de DELICIAS, CHIH",2014-06-26,01:58:46,revisado
2014-07-20,08:53:27,4.0,30.3918,-108.317,20.0,"39 km al OESTE de NVO CASAS GRANDES, CHIH",2014-07-20,13:53:27,revisado
2014-08-19,23:08:58,3.7,27.9933,-105.6,10.0,"25 km al SUROESTE de DELICIAS, CHIH",2014-08-20,04:08:58,revisado
2014-08-29,04:48:59,4.0,27.7107,-105.263,3.0,"9 km al NOROESTE de SANTA ROSALIA, CHIH",2014-08-29,09:48:59,revisado
2014-11-11,15:14:44,3.2,30.1608,-108.239,20.0,"42 km al SUROESTE de NVO CASAS GRANDES, CHIH",2014-11-11,21:14:44,revisado
2014-11-13,02:38:52,3.7,27.8353,-105.453,39.5,"32 km al NOROESTE de SANTA ROSALIA, CHIH",2014-11-13,08:38:52,revisado
2014-11-13,07:21:33,3.5,27.8122,-105.762,2.0,"51 km al SUROESTE de DELICIAS, CHIH",2014-11-13,13:21:33,revisado
2014-11-13,07:41:14,4.3,27.8448,-105.592,14.3,"40 km al SUROESTE de DELICIAS, CHIH",2014-11-13,13:41:14,revisado
2014-11-13,07:56:59,3.5,28.0687,-105.198,10.0,"30 km al SURESTE de DELICIAS, CHIH",2014-11-13,13:56:59,revisado
2014-11-13,08:29:14,3.8,27.5707,-105.046,14.6,"18 km al SURESTE de SANTA ROSALIA, CHIH",2014-11-13,14:29:14,revisado
2014-11-13,09:10:15,3.6,27.82,-105.557,14.0,"41 km al NOROESTE de SANTA ROSALIA, CHIH",2014-11-13,15:10:15,revisado
2014-11-13,09:14:42,3.4,27.6897,-104.991,10.0,"18 km al ESTE de SANTA ROSALIA, CHIH",2014-11-13,15:14:42,revisado
2014-11-13,09:26:44,3.5,27.8193,-105.396,20.0,"26 km al NOROESTE de SANTA ROSALIA, CHIH",2014-11-13,15:26:44,revisado
2014-11-13,09:34:35,3.7,27.4813,-105.197,3.0,"23 km al SUR de SANTA ROSALIA, CHIH",2014-11-13,15:34:35,revisado
2014-11-13,10:40:24,3.5,27.66,-105.651,20.0,"47 km al OESTE de SANTA ROSALIA, CHIH",2014-11-13,16:40:24,revisado
2014-11-13,11:09:14,3.8,27.9402,-105.29,10.0,"30 km al NOROESTE de SANTA ROSALIA, CHIH",2014-11-13,17:09:14,revisado
2014-11-13,11:33:38,4.3,27.776,-105.481,17.3,"32 km al NOROESTE de SANTA ROSALIA, CHIH",2014-11-13,17:33:38,revisado
2014-11-13,12:47:42,3.8,27.9138,-105.289,10.0,"28 km al NOROESTE de SANTA ROSALIA, CHIH",2014-11-13,18:47:42,revisado
2014-11-13,12:58:06,3.7,27.9277,-105.322,10.0,"30 km al NOROESTE de SANTA ROSALIA, CHIH",2014-11-13,18:58:06,revisado
2014-11-13,14:08:15,3.8,28.4382,-107.22,16.2,"35 km al OESTE de CUAUHTEMOC, CHIH",2014-11-13,20:08:15,revisado
2014-11-13,15:12:56,3.4,30.884,-108.186,20.0,"29 km al SUROESTE de ASCENSION, CHIH",2014-11-13,21:12:56,revisado
2014-11-13,15:15:30,2.9,30.6318,-108.318,20.0,"46 km al NOROESTE de NVO CASAS GRANDES, CHIH",2014-11-13,21:15:30,revisado
2014-11-13,15:16:40,2.9,29.9933,-108.772,20.0,"95 km al SUROESTE de NVO CASAS GRANDES, CHIH",2014-11-13,21:16:40,revisado
2014-11-13,15:55:39,3.6,27.6728,-105.057,17.6,"11 km al ESTE de SANTA ROSALIA, CHIH",2014-11-13,21:55:39,revisado
2014-11-17,06:26:28,4.2,27.733,-105.661,4.0,"48 km al OESTE de SANTA ROSALIA, CHIH",2014-11-17,12:26:28,revisado
2014-11-17,06:41:49,3.8,27.774,-105.662,3.0,"49 km al OESTE de SANTA ROSALIA, CHIH",2014-11-17,12:41:49,revisado
2014-11-17,07:00:25,3.3,27.786,-105.661,3.0,"49 km al SUROESTE de DELICIAS, CHIH",2014-11-17,13:00:25,revisado
2014-11-17,16:12:34,3.6,30.3717,-106.028,5.0,"158 km al SURESTE de CD JUAREZ, CHIH",2014-11-17,22:12:34,revisado
2014-11-18,02:22:59,3.8,27.7558,-105.747,3.0,"56 km al SUROESTE de DELICIAS, CHIH",2014-11-18,08:22:59,revisado
2014-11-18,15:11:46,3.2,30.4722,-108.455,5.0,"52 km al OESTE de NVO CASAS GRANDES, CHIH",2014-11-18,21:11:46,revisado
2014-11-18,15:15:30,3.3,30.6758,-108.405,5.0,"56 km al NOROESTE de NVO CASAS GRANDES, CHIH",2014-11-18,21:15:30,revisado
2014-11-18,15:16:22,3.1,29.7253,-108.461,5.0,"67 km al NOROESTE de MADERA, CHIH",2014-11-18,21:16:22,revisado
2014-11-25,17:14:06,3.4,27.8173,-105.891,3.0,"59 km al SUROESTE de DELICIAS, CHIH",2014-11-25,23:14:06,revisado
2014-11-26,16:21:41,4.3,27.8355,-105.267,5.0,"19 km al NOROESTE de SANTA ROSALIA, CHIH",2014-11-26,22:21:41,revisado
2014-11-26,17:03:11,3.9,27.7955,-105.581,5.0,"42 km al NOROESTE de SANTA ROSALIA, CHIH",2014-11-26,23:03:11,revisado
2014-12-04,08:51:09,3.4,27.816,-105.75,5.0,"50 km al SUROESTE de DELICIAS, CHIH",2014-12-04,14:51:09,revisado
2014-12-13,00:36:18,3.8,30.733,-106.569,5.0,"112 km al SUR de CD JUAREZ, CHIH",2014-12-13,06:36:18,revisado
2015-01-02,08:05:30,4.3,27.8595,-106.388,1.7,"77 km al SURESTE de CUAUHTEMOC, CHIH",2015-01-02,14:05:30,revisado
2015-01-13,03:51:22,4.1,27.8495,-105.422,42.3,"30 km al NOROESTE de SANTA ROSALIA, CHIH",2015-01-13,09:51:22,revisado
2015-01-26,16:23:49,3.6,29.7455,-108.567,20.0,"74 km al NOROESTE de MADERA, CHIH",2015-01-26,22:23:49,revisado
2015-02-06,15:06:25,3.5,27.7487,-105.581,20.0,"41 km al OESTE de SANTA ROSALIA, CHIH",2015-02-06,21:06:25,revisado
2015-02-08,11:53:17,4.0,30.55,-105.047,20.0,"125 km al NOROESTE de MANUEL OJINAGA, CHIH",2015-02-08,17:53:17,revisado
2015-03-19,23:18:18,3.5,29.8095,-108.584,5.0,"81 km al NOROESTE de MADERA, CHIH",2015-03-20,05:18:18,revisado
2015-04-28,19:21:45,4.0,27.7352,-105.672,10.0,"50 km al OESTE de SANTA ROSALIA, CHIH",2015-04-29,00:21:45,revisado
2015-04-29,02:03:04,4.3,27.7495,-105.734,26.0,"56 km al SUROESTE de DELICIAS, CHIH",2015-04-29,07:03:04,revisado
2015-05-31,08:52:52,3.4,27.3873,-105.675,3.0,"50 km al NORTE de HIDALGO DEL PARRAL, CHIH",2015-05-31,13:52:52,revisado
2015-06-05,17:37:22,3.9,27.789,-107.342,3.0,"83 km al SUROESTE de CUAUHTEMOC, CHIH",2015-06-05,22:37:22,revisado
2015-06-12,13:22:15,3.4,27.7183,-108.038,3.0,"138 km al SUROESTE de CUAUHTEMOC, CHIH",2015-06-12,18:22:15,revisado
2015-06-14,06:38:47,4.1,27.8238,-105.662,2.0,"45 km al SUROESTE de DELICIAS, CHIH",2015-06-14,11:38:47,revisado
2015-06-30,22:49:58,3.7,28.1125,-104.863,5.0,"56 km al NORESTE de SANTA ROSALIA, CHIH",2015-07-01,03:49:58,revisado
2015-07-01,02:45:03,4.1,27.8777,-105.799,10.0,"48 km al SUROESTE de DELICIAS, CHIH",2015-07-01,07:45:03,revisado
2015-07-21,16:42:39,3.2,27.3768,-105.733,3.0,"50 km al NORTE de HIDALGO DEL PARRAL, CHIH",2015-07-21,21:42:39,revisado
2015-10-01,11:24:47,4.1,26.7983,-106.074,19.5,"43 km al SUROESTE de HIDALGO DEL PARRAL, CHIH",2015-10-01,16:24:47,revisado
2015-10-15,13:56:38,4.1,27.8778,-106.378,18.4,"76 km al SURESTE de CUAUHTEMOC, CHIH",2015-10-15,18:56:38,revisado
2016-03-16,07:44:02,3.1,26.879,-105.895,5.0,"24 km al OESTE de HIDALGO DEL PARRAL, CHIH",2016-03-16,13:44:02,revisado
2016-05-29,07:21:46,3.6,28.2557,-105.77,3.5,"28 km al OESTE de PEDRO MEOQUI, CHIH",2016-05-29,12:21:46,revisado
2016-07-13,08:47:08,4.1,28.595,-106.907,10.0,"21 km al NORTE de CUAUHTEMOC, CHIH",2016-07-13,13:47:08,revisado
2016-09-11,07:57:14,4.2,28.4448,-107.52,5.0,"64 km al OESTE de CUAUHTEMOC, CHIH",2016-09-11,12:57:14,revisado
2016-09-22,18:06:11,4.4,28.4863,-107.674,10.0,"80 km al OESTE de CUAUHTEMOC, CHIH",2016-09-22,23:06:11,revisado
2016-09-23,00:20:29,4.0,28.49,-107.67,10.0,"79 km al OESTE de CUAUHTEMOC, CHIH",2016-09-23,05:20:29,revisado
2016-09-28,01:08:34,4.0,28.3572,-107.343,5.0,"47 km al OESTE de CUAUHTEMOC, CHIH",2016-09-28,06:08:34,revisado
2016-09-30,10:25:14,4.2,26.0698,-105.831,5.0,"97 km al SUR de HIDALGO DEL PARRAL, CHIH",2016-09-30,15:25:14,revisado
2017-03-19,08:38:15,3.7,26.1118,-105.492,13.6,"92 km al SUR de HIDALGO DEL PARRAL, CHIH",2017-03-19,14:38:15,revisado
2017-04-22,08:08:51,4.1,27.7363,-105.778,5.9,"59 km al SUROESTE de DELICIAS, CHIH",2017-04-22,13:08:51,revisado
2017-04-23,06:29:49,3.8,27.8335,-105.639,10.0,"43 km al SUROESTE de DELICIAS, CHIH",2017-04-23,11:29:49,revisado
2017-06-07,00:33:06,4.1,29.478,-106.184,5.0,"76 km al NOROESTE de JUAN ALDAMA, CHIH",2017-06-07,05:33:06,revisado
2017-06-08,16:32:48,3.9,29.5312,-106.004,5.0,"77 km al NORTE de JUAN ALDAMA, CHIH",2017-06-08,21:32:48,revisado
2017-07-04,07:47:44,3.8,28.9523,-108.759,5.0,"66 km al SUROESTE de MADERA, CHIH",2017-07-04,12:47:44,revisado
2017-07-17,22:27:08,3.9,28.5918,-106.227,11.7,"14 km al SUROESTE de CHIHUAHUA, CHIH",2017-07-18,03:27:08,revisado
2017-07-26,09:22:54,3.7,28.8578,-106.186,5.0,"26 km al NOROESTE de CHIHUAHUA, CHIH",2017-07-26,14:22:54,revisado
2017-08-17,11:30:12,3.7,30.7647,-107.943,10.0,"37 km al SUR de ASCENSION, CHIH",2017-08-17,16:30:12,revisado
2017-08-20,05:32:18,3.6,29.9802,-106.239,10.0,"130 km al NORTE de JUAN ALDAMA, CHIH",2017-08-20,10:32:18,revisado
2017-08-26,11:45:07,4.3,29.837,-104.998,5.0,"64 km al NOROESTE de MANUEL OJINAGA, CHIH",2017-08-26,16:45:07,revisado
2017-09-19,00:55:13,4.0,27.8487,-105.279,16.1,"21 km al NOROESTE de SANTA ROSALIA, CHIH",2017-09-19,05:55:13,revisado
2017-09-20,21:16:51,3.7,29.5847,-108.889,5.0,"85 km al NOROESTE de MADERA, CHIH",2017-09-21,02:16:51,revisado
2017-11-18,13:28:41,3.8,27.3627,-106.693,5.9,"113 km al NOROESTE de HIDALGO DEL PARRAL, CHIH",2017-11-18,19:28:41,revisado
2017-12-09,13:57:57,4.1,27.8782,-105.117,10.0,"22 km al NORTE de SANTA ROSALIA, CHIH",2017-12-09,19:57:57,revisado
2018-05-26,00:47:26,3.9,28.726,-107.647,5.0,"70 km al SURESTE de MADERA, CHIH",2018-05-26,05:47:26,revisado
2018-05-31,18:52:12,3.7,30.171,-108.719,5.0,"82 km al SUROESTE de NVO CASAS GRANDES, CHIH",2018-05-31,23:52:12,revisado
2018-06-10,23:25:04,4.2,29.414,-105.341,10.0,"85 km al NORESTE de JUAN ALDAMA, CHIH",2018-06-11,04:25:04,revisado
2018-06-26,06:22:11,3.7,28.0957,-106.993,14.8,"36 km al SUROESTE de CUAUHTEMOC, CHIH",2018-06-26,11:22:11,revisado
2018-06-29,13:37:18,3.7,26.5653,-106.096,10.0,"59 km al SUROESTE de HIDALGO DEL PARRAL, CHIH",2018-06-29,18:37:18,revisado
2018-07-03,07:53:30,3.7,27.04,-106.831,10.0,"117 km al OESTE de HIDALGO DEL PARRAL, CHIH",2018-07-03,12:53:30,revisado
